cord_uid,title,abstract,authors,journal,publish_time,source_x,has_full_text,pdf_json_files,pmc_json_files,url,doi
cord_000557,COVID-19 Research Paper 557: Clinical Public Health,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for clinical practice.,Author 0 Garcia,JAMA,2022-04-08,Research Square,True,pdf_557.json,,https://example.com/paper/557,10.1000/000557
cord_000558,COVID-19 Research Paper 558: Virological Public Health,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for public health policy.,"Author 0 Garcia, Author 1 Williams, Author 2 Williams",PLOS ONE,2022-09-17,WHO,True,pdf_558.json,,https://example.com/paper/558,10.1000/000558
cord_000559,COVID-19 Research Paper 559: Diagnostic Public Health,This study investigates COVID-19 treatment using clinical data. The findings suggest important implications for public health policy.,"Author 0 Smith, Author 1 Johnson, Author 2 Garcia, Author 3 Miller, Author 4 Johnson",PLOS ONE,2021-01-11,PubMed Central,False,pdf_559.json,,https://example.com/paper/559,10.1000/000559
cord_000560,COVID-19 Research Paper 560: Public Health Mathematical Modeling,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Johnson, Author 2 Brown, Author 3 Davis, Author 4 Jones",PNAS,2021-04-26,WHO,False,pdf_560.json,,https://example.com/paper/560,10.1000/000560
cord_000561,COVID-19 Research Paper 561: Public Health Diagnostic,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Garcia, Author 1 Smith, Author 2 Jones",Clinical Infectious Diseases,2021-06-17,medRxiv,True,pdf_561.json,,https://example.com/paper/561,10.1000/000561
cord_000562,COVID-19 Research Paper 562: Preventive Clinical,This study investigates COVID-19 treatment using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Johnson, Author 1 Smith",The Lancet,2022-06-18,Research Square,False,,,https://example.com/paper/562,10.1000/000562
cord_000563,COVID-19 Research Paper 563: Mathematical Modeling Public Health,This study investigates COVID-19 symptoms using clinical data. The findings suggest important implications for treatment protocols.,"Author 0 Davis, Author 1 Johnson, Author 2 Johnson, Author 3 Johnson",Nature Medicine,2020-09-09,medRxiv,True,pdf_563.json,,https://example.com/paper/563,10.1000/000563
cord_000564,COVID-19 Research Paper 564: Virological Epidemiological,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Smith, Author 1 Johnson, Author 2 Williams, Author 3 Johnson, Author 4 Brown",BMJ,2022-06-04,Research Square,False,pdf_564.json,pmc_564.json,https://example.com/paper/564,10.1000/000564
cord_000565,COVID-19 Research Paper 565: Preventive Virological,This study investigates COVID-19 symptoms using clinical data. The findings suggest important implications for public health policy.,"Author 0 Williams, Author 1 Jones, Author 2 Davis",Cell,2020-10-26,Elsevier,True,,,https://example.com/paper/565,10.1000/000565
cord_000566,COVID-19 Research Paper 566: Virological Clinical,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for public health policy.,"Author 0 Davis, Author 1 Johnson, Author 2 Williams, Author 3 Garcia, Author 4 Garcia",PNAS,2020-02-14,Research Square,False,pdf_566.json,,https://example.com/paper/566,10.1000/000566
cord_000567,COVID-19 Research Paper 567: Public Health Diagnostic,This study investigates COVID-19 diagnosis using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Brown",BMJ,2021-01-13,WHO,True,pdf_567.json,pmc_567.json,https://example.com/paper/567,10.1000/000567
cord_000568,COVID-19 Research Paper 568: Therapeutic Epidemiological,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for public health policy.,"Author 0 Miller, Author 1 Smith, Author 2 Brown, Author 3 Davis",BMJ,2020-10-17,PubMed Central,False,pdf_568.json,,https://example.com/paper/568,10.1000/000568
cord_000569,COVID-19 Research Paper 569: Preventive Clinical,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Jones, Author 1 Williams, Author 2 Johnson",Science,2021-05-07,medRxiv,False,pdf_569.json,,https://example.com/paper/569,10.1000/000569
cord_000570,COVID-19 Research Paper 570: Preventive Epidemiological,This study investigates COVID-19 epidemiology using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Garcia, Author 1 Miller, Author 2 Garcia",Clinical Infectious Diseases,2020-12-15,bioRxiv,False,pdf_570.json,pmc_570.json,https://example.com/paper/570,10.1000/000570
cord_000571,COVID-19 Research Paper 571: Therapeutic Virological,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Williams, Author 2 Miller, Author 3 Brown, Author 4 Williams, Author 5 Miller",PLOS ONE,2022-11-13,medRxiv,False,,,https://example.com/paper/571,
cord_000572,COVID-19 Research Paper 572: Virological Preventive,This study investigates COVID-19 transmission using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Miller, Author 1 Davis, Author 2 Garcia, Author 3 Smith",Cell,2021-02-14,bioRxiv,True,,,https://example.com/paper/572,10.1000/000572
cord_000573,COVID-19 Research Paper 573: Public Health Diagnostic,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Smith, Author 2 Johnson, Author 3 Johnson",Nature Medicine,2022-09-02,Elsevier,False,,,https://example.com/paper/573,
cord_000574,COVID-19 Research Paper 574: Clinical Clinical,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for treatment protocols.,"Author 0 Garcia, Author 1 Miller, Author 2 Williams",JAMA,2022-09-10,bioRxiv,False,,,https://example.com/paper/574,10.1000/000574
cord_000575,COVID-19 Research Paper 575: Epidemiological Diagnostic,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for public health policy.,"Author 0 Smith, Author 1 Miller, Author 2 Smith, Author 3 Williams",Clinical Infectious Diseases,2021-08-16,WHO,False,,pmc_575.json,https://example.com/paper/575,
cord_000576,COVID-19 Research Paper 576: Preventive Virological,This study investigates COVID-19 transmission using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Jones, Author 2 Miller, Author 3 Miller, Author 4 Jones",Nature,2021-08-15,PubMed Central,False,pdf_576.json,,https://example.com/paper/576,10.1000/000576
cord_000577,COVID-19 Research Paper 577: Preventive Therapeutic,This study investigates COVID-19 epidemiology using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Garcia, Author 1 Garcia, Author 2 Smith, Author 3 Jones, Author 4 Williams, Author 5 Miller",PNAS,2020-07-23,bioRxiv,False,,,https://example.com/paper/577,10.1000/000577
cord_000578,COVID-19 Research Paper 578: Therapeutic Virological,This study investigates COVID-19 treatment using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Brown, Author 1 Davis, Author 2 Garcia, Author 3 Miller",Clinical Infectious Diseases,2022-10-06,Elsevier,True,,pmc_578.json,https://example.com/paper/578,
cord_000579,COVID-19 Research Paper 579: Public Health Clinical,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Jones, Author 1 Johnson",Nature,2022-01-22,Research Square,False,,pmc_579.json,https://example.com/paper/579,10.1000/000579
cord_000580,COVID-19 Research Paper 580: Therapeutic Virological,This study investigates COVID-19 treatment using epidemiological models. The findings suggest important implications for public health policy.,Author 0 Garcia,Emerging Infectious Diseases,2021-07-17,Research Square,False,,,https://example.com/paper/580,10.1000/000580
cord_000581,COVID-19 Research Paper 581: Preventive Therapeutic,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Williams, Author 1 Jones, Author 2 Brown, Author 3 Johnson",Journal of Medical Virology,2022-03-12,medRxiv,False,,,https://example.com/paper/581,10.1000/000581
cord_000582,COVID-19 Research Paper 582: Preventive Clinical,This study investigates COVID-19 treatment using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Jones, Author 1 Garcia, Author 2 Williams, Author 3 Smith, Author 4 Smith",NEJM,2022-03-01,PubMed Central,False,pdf_582.json,pmc_582.json,https://example.com/paper/582,
cord_000583,COVID-19 Research Paper 583: Therapeutic Diagnostic,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Brown, Author 2 Jones, Author 3 Miller, Author 4 Johnson",Emerging Infectious Diseases,2020-08-07,bioRxiv,True,,,https://example.com/paper/583,10.1000/000583
cord_000584,COVID-19 Research Paper 584: Clinical Virological,This study investigates COVID-19 symptoms using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Garcia, Author 2 Jones, Author 3 Garcia, Author 4 Johnson, Author 5 Smith",Cell,2022-08-08,Elsevier,True,,,https://example.com/paper/584,
cord_000585,COVID-19 Research Paper 585: Epidemiological Epidemiological,This study investigates COVID-19 transmission using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Johnson, Author 1 Davis, Author 2 Jones, Author 3 Smith, Author 4 Davis, Author 5 Garcia",Nature,2022-05-03,WHO,False,pdf_585.json,,https://example.com/paper/585,
cord_000586,COVID-19 Research Paper 586: Virological Virological,This study investigates COVID-19 diagnosis using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Garcia",The Lancet,2022-05-20,Research Square,True,pdf_586.json,,https://example.com/paper/586,
cord_000587,COVID-19 Research Paper 587: Clinical Preventive,This study investigates COVID-19 diagnosis using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Jones, Author 1 Williams, Author 2 Miller",Science,2020-10-30,medRxiv,False,,,https://example.com/paper/587,10.1000/000587
cord_000588,COVID-19 Research Paper 588: Epidemiological Therapeutic,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Johnson, Author 2 Garcia, Author 3 Brown, Author 4 Garcia",JAMA,2020-02-27,Research Square,False,pdf_588.json,pmc_588.json,https://example.com/paper/588,10.1000/000588
cord_000589,COVID-19 Research Paper 589: Preventive Diagnostic,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for public health policy.,"Author 0 Johnson, Author 1 Williams, Author 2 Miller, Author 3 Miller",PLOS ONE,2021-08-03,medRxiv,False,,pmc_589.json,https://example.com/paper/589,10.1000/000589
cord_000590,COVID-19 Research Paper 590: Public Health Public Health,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for public health policy.,Author 0 Johnson,The Lancet,2022-07-25,bioRxiv,True,,,https://example.com/paper/590,10.1000/000590
cord_000591,COVID-19 Research Paper 591: Clinical Public Health,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for vaccine development.,Author 0 Miller,PNAS,2020-09-03,Elsevier,True,pdf_591.json,pmc_591.json,https://example.com/paper/591,10.1000/000591
cord_000592,COVID-19 Research Paper 592: Clinical Clinical,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Davis, Author 1 Brown",PLOS ONE,2022-03-08,WHO,True,,,https://example.com/paper/592,10.1000/000592
cord_000593,COVID-19 Research Paper 593: Mathematical Modeling Public Health,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for public health policy.,"Author 0 Johnson, Author 1 Garcia, Author 2 Miller, Author 3 Miller",Science,2020-01-23,bioRxiv,False,pdf_593.json,,https://example.com/paper/593,
cord_000594,COVID-19 Research Paper 594: Diagnostic Diagnostic,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Davis, Author 1 Miller, Author 2 Davis",NEJM,2021-09-12,medRxiv,False,,pmc_594.json,https://example.com/paper/594,10.1000/000594
cord_000595,COVID-19 Research Paper 595: Preventive Therapeutic,This study investigates COVID-19 treatment using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Davis, Author 1 Miller, Author 2 Williams, Author 3 Williams, Author 4 Williams, Author 5 Davis",PLOS ONE,2020-03-10,Elsevier,True,,,https://example.com/paper/595,10.1000/000595
cord_000596,COVID-19 Research Paper 596: Clinical Clinical,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for public health policy.,"Author 0 Davis, Author 1 Williams, Author 2 Johnson, Author 3 Brown, Author 4 Davis, Author 5 Davis",Nature Medicine,2022-06-29,medRxiv,False,pdf_596.json,pmc_596.json,https://example.com/paper/596,
cord_000597,COVID-19 Research Paper 597: Virological Public Health,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for treatment protocols.,Author 0 Williams,Clinical Infectious Diseases,2020-03-28,Research Square,False,pdf_597.json,pmc_597.json,https://example.com/paper/597,
cord_000598,COVID-19 Research Paper 598: Diagnostic Public Health,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Garcia, Author 1 Johnson, Author 2 Miller, Author 3 Johnson, Author 4 Johnson",Science,2021-12-27,Research Square,True,,,https://example.com/paper/598,10.1000/000598
cord_000599,COVID-19 Research Paper 599: Mathematical Modeling Clinical,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Jones, Author 1 Smith, Author 2 Williams",BMJ,2020-10-12,Elsevier,True,,pmc_599.json,https://example.com/paper/599,10.1000/000599
cord_000600,COVID-19 Research Paper 600: Public Health Epidemiological,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for public health policy.,Author 0 Garcia,Nature Medicine,2022-08-16,Elsevier,True,pdf_600.json,pmc_600.json,https://example.com/paper/600,10.1000/000600
cord_000601,COVID-19 Research Paper 601: Diagnostic Diagnostic,This study investigates COVID-19 diagnosis using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Garcia, Author 1 Jones, Author 2 Jones",Nature Medicine,2022-07-27,PubMed Central,True,,,https://example.com/paper/601,
cord_000602,COVID-19 Research Paper 602: Therapeutic Virological,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Smith, Author 1 Williams, Author 2 Williams, Author 3 Miller",Clinical Infectious Diseases,2021-07-21,PubMed Central,True,pdf_602.json,pmc_602.json,https://example.com/paper/602,10.1000/000602
cord_000603,COVID-19 Research Paper 603: Virological Virological,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for treatment protocols.,Author 0 Jones,Cell,2020-01-19,medRxiv,False,,,https://example.com/paper/603,
cord_000604,COVID-19 Research Paper 604: Epidemiological Diagnostic,This study investigates COVID-19 transmission using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Williams, Author 2 Davis",Nature Medicine,2020-11-20,Elsevier,False,pdf_604.json,,https://example.com/paper/604,
cord_000605,COVID-19 Research Paper 605: Clinical Diagnostic,This study investigates COVID-19 treatment using clinical data. The findings suggest important implications for treatment protocols.,Author 0 Johnson,Science,2022-01-02,PubMed Central,False,,pmc_605.json,https://example.com/paper/605,10.1000/000605
cord_000606,COVID-19 Research Paper 606: Mathematical Modeling Virological,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for public health policy.,"Author 0 Garcia, Author 1 Johnson, Author 2 Smith, Author 3 Miller, Author 4 Davis",Science,2022-10-22,medRxiv,False,,,https://example.com/paper/606,10.1000/000606
cord_000607,COVID-19 Research Paper 607: Preventive Public Health,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Davis, Author 2 Garcia, Author 3 Miller, Author 4 Davis",The Lancet,2022-10-27,WHO,True,,,https://example.com/paper/607,10.1000/000607
cord_000608,COVID-19 Research Paper 608: Public Health Epidemiological,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for public health policy.,"Author 0 Williams, Author 1 Williams, Author 2 Davis, Author 3 Davis, Author 4 Davis, Author 5 Williams",Emerging Infectious Diseases,2021-03-07,PubMed Central,False,,,https://example.com/paper/608,10.1000/000608
cord_000609,COVID-19 Research Paper 609: Epidemiological Epidemiological,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Garcia, Author 1 Johnson, Author 2 Miller, Author 3 Miller, Author 4 Brown, Author 5 Miller",Science,2021-12-15,WHO,True,,,https://example.com/paper/609,10.1000/000609
cord_000610,COVID-19 Research Paper 610: Diagnostic Public Health,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Davis, Author 2 Jones",PLOS ONE,2022-12-11,Research Square,True,,,https://example.com/paper/610,10.1000/000610
cord_000611,COVID-19 Research Paper 611: Preventive Epidemiological,This study investigates COVID-19 epidemiology using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Johnson, Author 1 Williams, Author 2 Smith, Author 3 Jones, Author 4 Johnson, Author 5 Johnson",Journal of Medical Virology,2022-03-10,Elsevier,False,,pmc_611.json,https://example.com/paper/611,10.1000/000611
cord_000612,COVID-19 Research Paper 612: Public Health Therapeutic,This study investigates COVID-19 treatment using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Brown",PLOS ONE,2022-11-16,PubMed Central,True,,,https://example.com/paper/612,
cord_000613,COVID-19 Research Paper 613: Public Health Public Health,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for treatment protocols.,"Author 0 Smith, Author 1 Johnson, Author 2 Williams, Author 3 Smith",NEJM,2020-05-08,WHO,True,,pmc_613.json,https://example.com/paper/613,10.1000/000613
cord_000614,COVID-19 Research Paper 614: Therapeutic Mathematical Modeling,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Brown, Author 2 Davis",PLOS ONE,2020-12-23,WHO,False,,,https://example.com/paper/614,
cord_000615,COVID-19 Research Paper 615: Diagnostic Preventive,This study investigates COVID-19 transmission using clinical data. The findings suggest important implications for clinical practice.,Author 0 Garcia,BMJ,2020-11-06,medRxiv,True,,pmc_615.json,https://example.com/paper/615,10.1000/000615
cord_000616,COVID-19 Research Paper 616: Diagnostic Public Health,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Smith, Author 1 Davis, Author 2 Smith, Author 3 Garcia",Science,2021-12-21,PubMed Central,True,,,https://example.com/paper/616,
cord_000617,COVID-19 Research Paper 617: Preventive Epidemiological,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Miller, Author 2 Smith, Author 3 Garcia",BMJ,2021-11-25,PubMed Central,True,pdf_617.json,,https://example.com/paper/617,10.1000/000617
cord_000618,COVID-19 Research Paper 618: Clinical Therapeutic,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Johnson, Author 2 Johnson, Author 3 Johnson",BMJ,2022-07-30,medRxiv,False,pdf_618.json,pmc_618.json,https://example.com/paper/618,10.1000/000618
cord_000619,COVID-19 Research Paper 619: Virological Virological,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Williams, Author 1 Jones, Author 2 Williams, Author 3 Williams, Author 4 Jones",PNAS,2020-10-13,medRxiv,False,pdf_619.json,pmc_619.json,https://example.com/paper/619,10.1000/000619
cord_000620,COVID-19 Research Paper 620: Clinical Diagnostic,This study investigates COVID-19 epidemiology using statistical methods. The findings suggest important implications for public health policy.,Author 0 Williams,Nature Medicine,2021-07-24,WHO,False,pdf_620.json,pmc_620.json,https://example.com/paper/620,10.1000/000620
cord_000621,COVID-19 Research Paper 621: Virological Therapeutic,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Miller, Author 1 Williams, Author 2 Smith",NEJM,2021-09-12,Elsevier,False,pdf_621.json,,https://example.com/paper/621,
cord_000622,COVID-19 Research Paper 622: Clinical Public Health,This study investigates COVID-19 symptoms using clinical data. The findings suggest important implications for treatment protocols.,"Author 0 Garcia, Author 1 Williams, Author 2 Smith, Author 3 Smith, Author 4 Jones",Emerging Infectious Diseases,2022-03-17,Research Square,True,pdf_622.json,,https://example.com/paper/622,10.1000/000622
cord_000623,COVID-19 Research Paper 623: Clinical Public Health,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Garcia, Author 2 Williams, Author 3 Miller",Emerging Infectious Diseases,2020-05-19,medRxiv,False,,,https://example.com/paper/623,10.1000/000623
cord_000624,COVID-19 Research Paper 624: Public Health Diagnostic,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Miller, Author 2 Johnson",Nature Medicine,2022-09-17,WHO,False,,,https://example.com/paper/624,10.1000/000624
cord_000625,COVID-19 Research Paper 625: Diagnostic Therapeutic,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for public health policy.,Author 0 Brown,Science,2022-02-10,Elsevier,False,,,https://example.com/paper/625,10.1000/000625
cord_000626,COVID-19 Research Paper 626: Diagnostic Public Health,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Davis",JAMA,2022-08-24,Research Square,False,,pmc_626.json,https://example.com/paper/626,
cord_000627,COVID-19 Research Paper 627: Mathematical Modeling Therapeutic,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for public health policy.,"Author 0 Miller, Author 1 Johnson, Author 2 Jones, Author 3 Smith, Author 4 Garcia",Nature Medicine,2021-01-04,medRxiv,True,,,https://example.com/paper/627,10.1000/000627
cord_000628,COVID-19 Research Paper 628: Public Health Preventive,This study investigates COVID-19 diagnosis using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Miller, Author 1 Johnson, Author 2 Davis, Author 3 Smith",Nature,2022-11-04,medRxiv,False,pdf_628.json,pmc_628.json,https://example.com/paper/628,
cord_000629,COVID-19 Research Paper 629: Virological Therapeutic,This study investigates COVID-19 diagnosis using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Smith, Author 2 Jones, Author 3 Johnson",Cell,2022-12-12,PubMed Central,False,,,https://example.com/paper/629,
cord_000630,COVID-19 Research Paper 630: Epidemiological Clinical,This study investigates COVID-19 epidemiology using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Williams, Author 1 Jones",The Lancet,2021-06-14,bioRxiv,False,pdf_630.json,,https://example.com/paper/630,
cord_000631,COVID-19 Research Paper 631: Clinical Mathematical Modeling,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Miller, Author 1 Davis, Author 2 Johnson, Author 3 Brown, Author 4 Williams",Nature Medicine,2020-09-22,PubMed Central,False,,pmc_631.json,https://example.com/paper/631,10.1000/000631
cord_000632,COVID-19 Research Paper 632: Virological Preventive,This study investigates COVID-19 diagnosis using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Williams, Author 1 Brown, Author 2 Miller",The Lancet,2021-10-25,medRxiv,False,pdf_632.json,,https://example.com/paper/632,
cord_000633,COVID-19 Research Paper 633: Diagnostic Epidemiological,This study investigates COVID-19 diagnosis using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Davis, Author 1 Smith, Author 2 Smith, Author 3 Davis, Author 4 Jones",Clinical Infectious Diseases,2021-12-13,bioRxiv,False,,,https://example.com/paper/633,
cord_000634,COVID-19 Research Paper 634: Epidemiological Therapeutic,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Smith, Author 2 Smith, Author 3 Davis, Author 4 Jones, Author 5 Jones",NEJM,2022-04-06,Elsevier,False,,,https://example.com/paper/634,
cord_000635,COVID-19 Research Paper 635: Therapeutic Diagnostic,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Miller, Author 1 Garcia, Author 2 Brown, Author 3 Jones, Author 4 Smith, Author 5 Williams",BMJ,2020-05-18,Elsevier,False,,,https://example.com/paper/635,10.1000/000635
cord_000636,COVID-19 Research Paper 636: Epidemiological Virological,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Johnson, Author 1 Jones, Author 2 Johnson, Author 3 Miller, Author 4 Johnson, Author 5 Williams",PNAS,2020-04-02,bioRxiv,False,pdf_636.json,pmc_636.json,https://example.com/paper/636,10.1000/000636
cord_000637,COVID-19 Research Paper 637: Virological Therapeutic,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Jones, Author 1 Miller, Author 2 Brown, Author 3 Garcia, Author 4 Garcia, Author 5 Jones",Nature,2020-03-01,Research Square,True,pdf_637.json,pmc_637.json,https://example.com/paper/637,
cord_000638,COVID-19 Research Paper 638: Virological Diagnostic,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Davis, Author 1 Jones, Author 2 Brown, Author 3 Garcia, Author 4 Garcia, Author 5 Brown",PNAS,2020-11-21,bioRxiv,False,pdf_638.json,pmc_638.json,https://example.com/paper/638,10.1000/000638
cord_000639,COVID-19 Research Paper 639: Public Health Preventive,This study investigates COVID-19 symptoms using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Garcia, Author 1 Smith, Author 2 Williams, Author 3 Smith",Journal of Medical Virology,2021-04-19,Research Square,True,,pmc_639.json,https://example.com/paper/639,10.1000/000639
cord_000640,COVID-19 Research Paper 640: Clinical Clinical,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Davis, Author 1 Smith, Author 2 Smith, Author 3 Williams, Author 4 Miller",PLOS ONE,2020-07-16,bioRxiv,False,pdf_640.json,,https://example.com/paper/640,10.1000/000640
cord_000641,COVID-19 Research Paper 641: Preventive Virological,This study investigates COVID-19 epidemiology using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Davis, Author 1 Miller, Author 2 Johnson, Author 3 Johnson, Author 4 Smith",Nature,2020-08-05,Research Square,False,,pmc_641.json,https://example.com/paper/641,10.1000/000641
cord_000642,COVID-19 Research Paper 642: Preventive Preventive,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Davis, Author 1 Johnson, Author 2 Garcia, Author 3 Miller, Author 4 Garcia, Author 5 Miller",Journal of Medical Virology,2022-10-19,Elsevier,True,,pmc_642.json,https://example.com/paper/642,10.1000/000642
cord_000643,COVID-19 Research Paper 643: Mathematical Modeling Public Health,This study investigates COVID-19 diagnosis using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Smith, Author 1 Johnson",BMJ,2022-09-02,WHO,False,pdf_643.json,pmc_643.json,https://example.com/paper/643,10.1000/000643
cord_000644,COVID-19 Research Paper 644: Virological Diagnostic,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Garcia, Author 1 Brown, Author 2 Davis, Author 3 Smith",Journal of Medical Virology,2021-10-24,WHO,False,,,https://example.com/paper/644,10.1000/000644
cord_000645,COVID-19 Research Paper 645: Epidemiological Virological,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for public health policy.,"Author 0 Smith, Author 1 Jones",,2021-04-19,bioRxiv,True,pdf_645.json,pmc_645.json,https://example.com/paper/645,10.1000/000645
cord_000646,COVID-19 Research Paper 646: Mathematical Modeling Preventive,This study investigates COVID-19 transmission using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Garcia, Author 1 Brown, Author 2 Johnson, Author 3 Jones, Author 4 Brown, Author 5 Brown",Nature Medicine,2021-04-29,Research Square,True,pdf_646.json,,https://example.com/paper/646,10.1000/000646
cord_000647,COVID-19 Research Paper 647: Therapeutic Diagnostic,This study investigates COVID-19 transmission using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Garcia, Author 1 Smith, Author 2 Jones, Author 3 Davis",NEJM,2020-08-03,Elsevier,True,,pmc_647.json,https://example.com/paper/647,
